"","colour.in.videos","Treatment","Crevice.kind","tile.number","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Bites.Acanthurus.nigrofuscus","Bites.Chlorurus.sordidus","Bites.Ctenochaetus.binotatus","Bites.Ctenochaetus.striatus","Bites.Naso.lituratus","Bites.Pomacentrus.bankanensis","Bites.Scarus.niger","Bites.unident.wrasse","Bites.Zebrasoma.scopas"
"764","blank","accessible","medium","79","d8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765","blank","accessible","medium","79","d9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","blank","accessible","medium","79","e1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","blank","accessible","medium","79","e2",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","blank","accessible","medium","79","e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"769","blank","accessible","medium","79","e4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","blank","accessible","medium","79","e5",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","blank","accessible","medium","79","e6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","blank","accessible","medium","79","e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"773","blank","accessible","medium","79","e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","blank","accessible","medium","79","e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","blank","accessible","medium","79","f1",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","blank","accessible","medium","79","f2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"777","blank","accessible","medium","79","f3",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","blank","accessible","medium","79","f4",0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"779","blank","accessible","medium","79","f5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","blank","accessible","medium","79","f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","blank","accessible","medium","79","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","blank","accessible","medium","79","f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"783","blank","accessible","medium","79","f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","blank","accessible","medium","79","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","blank","accessible","medium","79","g2",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","blank","accessible","medium","79","g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","blank","accessible","medium","79","g4",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","blank","accessible","medium","79","g5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","blank","accessible","medium","79","g6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","blank","accessible","medium","79","g7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","blank","accessible","medium","79","g8",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","blank","accessible","medium","79","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","blank","accessible","medium","79","h1",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","blank","accessible","medium","79","h2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","blank","accessible","medium","79","h3",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","blank","accessible","medium","79","h4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","blank","accessible","medium","79","h5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","blank","accessible","medium","79","h6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"799","blank","accessible","medium","79","h7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"800","blank","accessible","medium","79","h8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"801","blank","accessible","medium","79","h9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"802","blank","accessible","medium","79","i1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","blank","accessible","medium","79","i2",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"804","blank","accessible","medium","79","i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","blank","accessible","medium","79","i4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806","blank","accessible","medium","79","i5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","blank","accessible","medium","79","i6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808","blank","accessible","medium","79","i7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809","blank","accessible","medium","79","i8",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","blank","accessible","medium","79","i9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"811","black","accessible","medium","107","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","black","accessible","medium","107","a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","black","accessible","medium","107","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","black","accessible","medium","107","a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","black","accessible","medium","107","a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","black","accessible","medium","107","a6",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"817","black","accessible","medium","107","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","black","accessible","medium","107","a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","black","accessible","medium","107","a9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","black","accessible","medium","107","b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","black","accessible","medium","107","b2",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"822","black","accessible","medium","107","b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","black","accessible","medium","107","b4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"824","black","accessible","medium","107","b5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","black","accessible","medium","107","b6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"826","black","accessible","medium","107","b7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","black","accessible","medium","107","b8",1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"828","black","accessible","medium","107","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","black","accessible","medium","107","c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","black","accessible","medium","107","c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","black","accessible","medium","107","c3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"832","black","accessible","medium","107","c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","black","accessible","medium","107","c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","black","accessible","medium","107","c6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","black","accessible","medium","107","c7",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"836","black","accessible","medium","107","c8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"837","black","accessible","medium","107","c9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838","black","accessible","medium","107","d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","black","accessible","medium","107","d2",0,2,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0
"840","black","accessible","medium","107","d3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"841","black","accessible","medium","107","d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","black","accessible","medium","107","d5",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"843","black","accessible","medium","107","d6",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"844","black","accessible","medium","107","d7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","black","accessible","medium","107","d8",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"846","black","accessible","medium","107","d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","black","accessible","medium","107","e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848","black","accessible","medium","107","e2",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"849","black","accessible","medium","107","e3",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"850","black","accessible","medium","107","e4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","black","accessible","medium","107","e5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852","black","accessible","medium","107","e6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"853","black","accessible","medium","107","e7",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"854","black","accessible","medium","107","e8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855","black","accessible","medium","107","e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","black","accessible","medium","107","f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"857","black","accessible","medium","107","f2",1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0
"858","black","accessible","medium","107","f3",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"859","black","accessible","medium","107","f4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"860","black","accessible","medium","107","f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"861","black","accessible","medium","107","f6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"862","black","accessible","medium","107","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"863","black","accessible","medium","107","f8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"864","black","accessible","medium","107","f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"865","black","accessible","medium","107","g1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"866","black","accessible","medium","107","g2",2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"867","black","accessible","medium","107","g3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"868","black","accessible","medium","107","g4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","black","accessible","medium","107","g5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"870","black","accessible","medium","107","g6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"871","black","accessible","medium","107","g7",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"872","black","accessible","medium","107","g8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","black","accessible","medium","107","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","black","accessible","medium","107","h1",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"875","black","accessible","medium","107","h2",0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0
"876","black","accessible","medium","107","h3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"877","black","accessible","medium","107","h4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"878","black","accessible","medium","107","h5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"879","black","accessible","medium","107","h6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880","black","accessible","medium","107","h7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"881","black","accessible","medium","107","h8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882","black","accessible","medium","107","h9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883","black","accessible","medium","107","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884","black","accessible","medium","107","i2",1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"885","black","accessible","medium","107","i3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"886","black","accessible","medium","107","i4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"887","black","accessible","medium","107","i5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"888","black","accessible","medium","107","i6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889","black","accessible","medium","107","i7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"890","black","accessible","medium","107","i8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"891","black","accessible","medium","107","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"892","black","accessible","small","6","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893","black","accessible","small","6","a2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894","black","accessible","small","6","a3",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","black","accessible","small","6","a4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896","black","accessible","small","6","a5",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"897","black","accessible","small","6","a6",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"898","black","accessible","small","6","a7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"899","black","accessible","small","6","a8",3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","black","accessible","small","6","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","black","accessible","small","6","b1",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"902","black","accessible","small","6","b2",5,3,1,5,3,1,0,0,0,0,5,0,0,4,0,0,0,0
"903","black","accessible","small","6","b3",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904","black","accessible","small","6","b4",2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","black","accessible","small","6","b5",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"906","black","accessible","small","6","b6",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"907","black","accessible","small","6","b7",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"908","black","accessible","small","6","b8",0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
"909","black","accessible","small","6","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","black","accessible","small","6","c1",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"911","black","accessible","small","6","c2",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"912","black","accessible","small","6","c3",2,5,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"913","black","accessible","small","6","c4",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"914","black","accessible","small","6","c5",4,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"915","black","accessible","small","6","c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916","black","accessible","small","6","c7",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"917","black","accessible","small","6","c8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"918","black","accessible","small","6","c9",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"919","black","accessible","small","6","d1",0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"920","black","accessible","small","6","d2",4,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"921","black","accessible","small","6","d3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"922","black","accessible","small","6","d4",1,5,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"923","black","accessible","small","6","d5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"924","black","accessible","small","6","d6",3,3,0,3,3,0,0,0,0,0,5,0,0,1,0,0,0,0
"925","black","accessible","small","6","d7",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"926","black","accessible","small","6","d8",0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"927","black","accessible","small","6","d9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"928","black","accessible","small","6","e1",0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"929","black","accessible","small","6","e2",0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"930","black","accessible","small","6","e3",3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"931","black","accessible","small","6","e4",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"932","black","accessible","small","6","e5",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"933","black","accessible","small","6","e6",0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"934","black","accessible","small","6","e7",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"935","black","accessible","small","6","e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"936","black","accessible","small","6","e9",3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"937","black","accessible","small","6","f1",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"938","black","accessible","small","6","f2",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"939","black","accessible","small","6","f3",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"940","black","accessible","small","6","f4",4,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","black","accessible","small","6","f5",2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"942","black","accessible","small","6","f6",4,6,0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0
"943","black","accessible","small","6","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944","black","accessible","small","6","f8",1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"945","black","accessible","small","6","f9",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"946","black","accessible","small","6","g1",5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"947","black","accessible","small","6","g2",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","black","accessible","small","6","g3",1,6,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"949","black","accessible","small","6","g4",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"950","black","accessible","small","6","g5",4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"951","black","accessible","small","6","g6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"952","black","accessible","small","6","g7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"953","black","accessible","small","6","g8",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"954","black","accessible","small","6","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","black","accessible","small","6","h1",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"956","black","accessible","small","6","h2",3,5,0,2,5,0,1,0,0,0,4,0,0,1,0,0,0,0
"957","black","accessible","small","6","h3",3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"958","black","accessible","small","6","h4",5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"959","black","accessible","small","6","h5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960","black","accessible","small","6","h6",3,3,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0
"961","black","accessible","small","6","h7",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","black","accessible","small","6","h8",8,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"963","black","accessible","small","6","h9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964","black","accessible","small","6","i1",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"965","black","accessible","small","6","i2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966","black","accessible","small","6","i3",3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","black","accessible","small","6","i4",3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"968","black","accessible","small","6","i5",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"969","black","accessible","small","6","i6",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"970","black","accessible","small","6","i7",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"971","black","accessible","small","6","i8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972","black","accessible","small","6","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"973","yellow","caged control","small","12","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"974","yellow","caged control","small","12","a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"975","yellow","caged control","small","12","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976","yellow","caged control","small","12","a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977","yellow","caged control","small","12","a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978","yellow","caged control","small","12","a6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"979","yellow","caged control","small","12","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"980","yellow","caged control","small","12","a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981","yellow","caged control","small","12","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"982","yellow","caged control","small","12","b1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"983","yellow","caged control","small","12","b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"984","yellow","caged control","small","12","b3",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"985","yellow","caged control","small","12","b4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","yellow","caged control","small","12","b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987","yellow","caged control","small","12","b6",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"988","yellow","caged control","small","12","b7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989","yellow","caged control","small","12","b8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"990","yellow","caged control","small","12","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"991","yellow","caged control","small","12","c1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"992","yellow","caged control","small","12","c2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"993","yellow","caged control","small","12","c3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"994","yellow","caged control","small","12","c4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"995","yellow","caged control","small","12","c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996","yellow","caged control","small","12","c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","yellow","caged control","small","12","c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998","yellow","caged control","small","12","c8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","yellow","caged control","small","12","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000","yellow","caged control","small","12","d1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001","yellow","caged control","small","12","d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002","yellow","caged control","small","12","d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003","yellow","caged control","small","12","d4",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1004","yellow","caged control","small","12","d5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","yellow","caged control","small","12","d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006","yellow","caged control","small","12","d7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007","yellow","caged control","small","12","d8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008","yellow","caged control","small","12","d9",2,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"1009","yellow","caged control","small","12","e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","yellow","caged control","small","12","e2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","yellow","caged control","small","12","e3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","yellow","caged control","small","12","e4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013","yellow","caged control","small","12","e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1014","yellow","caged control","small","12","e6",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1015","yellow","caged control","small","12","e7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016","yellow","caged control","small","12","e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1017","yellow","caged control","small","12","e9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1018","yellow","caged control","small","12","f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019","yellow","caged control","small","12","f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1020","yellow","caged control","small","12","f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1021","yellow","caged control","small","12","f4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
