,Reef,Treatment,Genus,Species,Genus.species,Individual,Species.Code,Indiviual.code,Body.length,tile.kind,crown,outside,targetcrevice,opencrevice,othercrevice,Video_code,ColourCode,tile.number,video.length.min.sec.,video.length.min,comment,Area.crown.cm2,Area.target.cm2,Area.other.cm2,Area.open.cm2,Area.outside.cm2,Date,colour,Location,NA
56,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevice,11,0,0,0,23,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
57,Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevice,2,0,0,2,19,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
58,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevice,3,0,10,7,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
59,Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevice,7,0,0,2,14,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
60,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevice,2,0,0,24,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
61,Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevice,7,3,0,12,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
62,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevice,0,0,0,32,2,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
63,Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevice,1,6,0,8,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
64,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevice,0,9,0,21,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
65,Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevice,0,8,0,2,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
66,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevice,0,15,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
67,Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevice,0,8,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
68,Lighthouse Reef,Lob growth,blenny,sp,blenny,66,blen,blen66,2,large crevice,0,1,0,1,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
69,Lighthouse Reef,Lob growth,blenny,sp,blenny,67,blen,blen67,2,large crevice,1,1,0,8,24,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
70,Lighthouse Reef,Lob growth,blenny,sp,blenny,67,blen,blen67,2,large crevice,3,0,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
71,Lighthouse Reef,Lob growth,blenny,sp,blenny,69,blen,blen69,2,large crevice,5,0,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
72,Lighthouse Reef,Lob growth,blenny,sp,blenny,70,blen,blen70,4,large crevice,0,7,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
73,Lighthouse Reef,Lob growth,blenny,sp,blenny,71,blen,blen71,2,large crevice,0,2,0,14,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
74,Lighthouse Reef,Lob growth,blenny,sp,blenny,72,blen,blen72,2,large crevice,0,0,3,17,11,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
75,Lighthouse Reef,Lob growth,blenny,sp,blenny,71,blen,blen71,2,large crevice,0,0,0,7,4,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
76,Lighthouse Reef,Lob growth,blenny,sp,blenny,78,blen,blen78,2,large crevice,2,0,0,0,4,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
77,Lighthouse Reef,Lob growth,blenny,sp,blenny,81,blen,blen81,2,large crevice,0,5,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
78,Lighthouse Reef,Lob growth,blenny,sp,blenny,88,blen,blen88,3,large crevice,4,0,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
79,Lighthouse Reef,Lob growth,blenny,sp,blenny,92,blen,blen92,3,large crevice,0,2,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
80,Lighthouse Reef,Lob growth,blenny,sp,blenny,93,blen,blen93,2,large crevice,0,9,0,18,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
81,Lighthouse Reef,Lob growth,blenny,sp,blenny,94,blen,blen94,3,large crevice,0,5,0,2,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
82,Lighthouse Reef,Lob growth,blenny,sp,blenny,96,blen,blen96,2,large crevice,0,4,0,14,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
83,Lighthouse Reef,Lob growth,blenny,sp,blenny,99,blen,blen99,2,large crevice,4,0,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
84,Lighthouse Reef,Lob growth,blenny,sp,blenny,100,blen,blen100,3,large crevice,3,6,0,10,0,1black#5,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264,NA,NA,NA,NA
85,Lighthouse Reef,Lob growth,blenny,sp,blenny,103,blen,blen103,3,medium crevice,7,20,3,4,2,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
86,Lighthouse Reef,Lob growth,blenny,sp,blenny,104,blen,blen104,2,medium crevice,0,0,33,0,7,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
87,Lighthouse Reef,Lob growth,blenny,sp,blenny,105,blen,blen105,3,medium crevice,1,0,2,1,7,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
88,Lighthouse Reef,Lob growth,blenny,sp,blenny,60,blen,blen60,2,medium crevice,0,0,0,3,5,1black#1,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
89,Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,medium crevice,3,0,8,0,4,1black#2,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
90,Lighthouse Reef,Lob growth,blenny,sp,blenny,63,blen,blen63,2,medium crevice,0,9,0,0,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
91,Lighthouse Reef,Lob growth,blenny,sp,blenny,64,blen,blen64,2,medium crevice,0,2,0,21,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
92,Lighthouse Reef,Lob growth,blenny,sp,blenny,65,blen,blen65,2,medium crevice,0,0,1,18,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
93,Lighthouse Reef,Lob growth,blenny,sp,blenny,66,blen,blen66,2,medium crevice,0,0,6,0,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
94,Lighthouse Reef,Lob growth,blenny,sp,blenny,68,blen,blen68,2,medium crevice,0,0,11,0,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
95,Lighthouse Reef,Lob growth,blenny,sp,blenny,73,blen,blen73,4,medium crevice,2,4,0,4,7,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
96,Lighthouse Reef,Lob growth,blenny,sp,blenny,79,blen,blen79,2,medium crevice,0,0,0,0,8,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
97,Lighthouse Reef,Lob growth,blenny,sp,blenny,80,blen,blen80,2,medium crevice,0,0,2,0,12,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
98,Lighthouse Reef,Lob growth,blenny,sp,blenny,82,blen,blen82,2,medium crevice,0,0,3,0,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
99,Lighthouse Reef,Lob growth,blenny,sp,blenny,83,blen,blen83,2,medium crevice,0,0,0,13,16,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
100,Lighthouse Reef,Lob growth,blenny,sp,blenny,84,blen,blen84,2,medium crevice,0,0,0,10,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
101,Lighthouse Reef,Lob growth,blenny,sp,blenny,85,blen,blen85,2,medium crevice,0,0,7,0,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
102,Lighthouse Reef,Lob growth,blenny,sp,blenny,86,blen,blen86,3,medium crevice,3,10,0,2,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
103,Lighthouse Reef,Lob growth,blenny,sp,blenny,87,blen,blen87,2,medium crevice,0,0,15,10,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
104,Lighthouse Reef,Lob growth,blenny,sp,blenny,89,blen,blen89,2,medium crevice,0,0,10,0,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
105,Lighthouse Reef,Lob growth,blenny,sp,blenny,90,blen,blen90,2,medium crevice,0,0,0,2,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
106,Lighthouse Reef,Lob growth,blenny,sp,blenny,91,blen,blen91,2,medium crevice,2,2,5,4,6,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
107,Lighthouse Reef,Lob growth,blenny,sp,blenny,95,blen,blen95,2,medium crevice,0,0,13,0,3,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
108,Lighthouse Reef,Lob growth,blenny,sp,blenny,97,blen,blen97,2,medium crevice,0,0,0,13,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
109,Lighthouse Reef,Lob growth,blenny,sp,blenny,98,blen,blen98,2,medium crevice,3,0,0,3,11,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
110,Lighthouse Reef,Lob growth,blenny,sp,blenny,97,blen,blen97,2,medium crevice,0,0,0,5,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
111,Lighthouse Reef,Lob growth,blenny,sp,blenny,98,blen,blen98,2,medium crevice,0,0,8,6,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
112,Lighthouse Reef,Lob growth,blenny,sp,blenny,99,blen,blen99,2,medium crevice,0,0,8,0,34,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
113,Lighthouse Reef,Lob growth,blenny,sp,blenny,100,blen,blen100,3,medium crevice,7,0,1,10,8,1black#5,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
114,Lighthouse Reef,Lob growth,blenny,sp,blenny,101,blen,blen101,2,medium crevice,0,0,8,10,6,1black#5,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264,NA,NA,NA,NA
