Date,Reef,Video_code,colour,Species,Individual,fishlength.cm,tile.kind,tile.number,Location,Unique.location,number.bites,length.video.h:min:sec,length.video.min,comment,parrot.phase
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,medium crevice,107,c3,107.c3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,medium crevice,107,d2,107.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,medium crevice,107,d6,107.d6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,3,20,medium crevice,107,d5,107.d5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,3,20,medium crevice,107,f6,107.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,3,20,medium crevice,107,g7,107.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,medium crevice,107,h2,107.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#11,black,Ctenochaetus binotatus,2,5,medium crevice,107,i7,107.i7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,6,20,medium crevice,107,b8,107.b8,1,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,5,5,medium crevice,107,g2,107.g2,3,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,5,5,medium crevice,107,g3,107.g3,1,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,5,20,medium crevice,107,g7,107.g7,2,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,5,5,medium crevice,107,h1,107.h1,4,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,5,5,medium crevice,107,h2,107.h2,6,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,5,20,medium crevice,107,h4,107.h4,1,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,NA,NA,NA,medium crevice,107,i1,107.i1,0,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,5,5,medium crevice,107,i2,107.i2,4,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,5,5,medium crevice,107,i3,107.i3,1,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,5,20,medium crevice,107,i4,107.i4,2,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,5,20,medium crevice,107,i5,107.i5,1,0:22:48,22.80,,
19.04.2018,LighthouseReef,black-topright#3,black,Chlorurus sordidus,1,18,medium crevice,107,b6,107.b6,1,0:26:05,26.08,,Chlorurus sordidus TP
19.04.2018,LighthouseReef,black-topright#3,black,Chlorurus sordidus,1,18,medium crevice,107,b8,107.b8,1,0:26:05,26.08,,Chlorurus sordidus TP
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,b2,107.b2,1,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,c3,107.c3,1,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,3,13,medium crevice,107,d2,107.d2,2,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,d2,107.d2,1,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,e2,107.e2,1,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,3,13,medium crevice,107,e3,107.e3,1,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,e3,107.e3,3,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,f2,107.f2,3,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,6,13,medium crevice,107,g1,107.g1,2,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,2,13,medium crevice,80,g7,80.g7,3,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,3,13,medium crevice,107,h2,107.h2,1,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,5,13,medium crevice,107,h2,107.h2,2,0:26:05,26.08,,parrot IP (Chlorurus sordidus)
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,medium crevice,107,b2,107.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,medium crevice,107,d6,107.d6,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,medium crevice,107,f8,107.f8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,medium crevice,107,h4,107.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,b6,79.b6,4,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,c5,79.c5,1,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,c7,79.c7,4,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,d4,79.d4,4,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,d6,79.d6,4,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,e3,79.e3,1,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,e7,79.e7,2,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,f2,79.f2,2,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,f8,79.f8,1,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,h6,79.h6,1,0:21:56,21.93,,
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,medium crevice,79,h8,79.h8,1,0:21:56,21.93,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,3,18,medium crevice,44,a1,44.a1,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,b1,44.b1,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,b2,44.b2,8,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,b3,44.b3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium crevice,44,b4,44.b4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,8,9,medium crevice,44,b6,44.b6,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,b6,44.b6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium crevice,44,b6,44.b6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,b8,44.b8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium crevice,44,b8,44.b8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium crevice,44,b8,44.b8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,c3,44.c3,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,c3,44.c3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,c3,44.c3,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,c5,44.c5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,c5,44.c5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,c7,44.c7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,d2,44.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,10,9,medium crevice,44,d2,44.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,d2,44.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,d3,44.d3,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,d4,44.d4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,d4,44.d4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,d5,44.d5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,d6,44.d6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,d8,44.d8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,d8,44.d8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium crevice,44,d8,44.d8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,e2,44.e2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,e3,44.e3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,e3,44.e3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,e6,44.e6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,e7,44.e7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,e9,44.e9,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,f2,44.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,f4,44.f4,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,f4,44.f4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium crevice,44,f5,44.f5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,f5,44.f5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,f8,44.f8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,f9,44.f9,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,f9,44.f9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,10,9,medium crevice,44,g2,44.g2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,g3,44.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,3,18,medium crevice,44,g3,44.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,g5,44.g5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,g5,44.g5,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,g7,44.g7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,g7,44.g7,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,g8,44.g8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium crevice,44,h2,44.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,3,18,medium crevice,44,h4,44.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium crevice,44,h5,44.h5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,h6,44.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium crevice,44,h8,44.h8,6,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,h9,44.h9,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,i7,44.i7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,i7,44.i7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium crevice,44,i8,44.i8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium crevice,44,i8,44.i8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#1,red,NA,NA,NA,medium crevice,44,i9,44.i9,0,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,medium crevice,44,d8,44.d8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,7,13,medium crevice,44,b2,44.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,12,9,medium crevice,44,b6,44.b6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,12,9,medium crevice,44,b8,44.b8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,d6,44.d6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,c5,44.c5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,d4,44.d4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,e4,44.e4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,f4,44.f4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,e3,44.e3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,d3,44.d3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,c3,44.c3,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium crevice,44,b5,44.b5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,8,14,medium crevice,44,b2,44.b2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,8,14,medium crevice,44,h4,44.h4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,8,14,medium crevice,44,h8,44.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,medium crevice,44,b6,44.b6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,g7,44.g7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,f6,44.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,g3,44.g3,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,h2,44.h2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,g2,44.g2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,g1,44.g1,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,h1,44.h1,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,17,9,medium crevice,44,f8,44.f8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,19,9,medium crevice,44,b8,44.b8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,20,8,medium crevice,44,b7,44.b7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,21,8,medium crevice,44,f9,44.f9,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,21,8,medium crevice,44,g9,44.g9,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,21,8,medium crevice,44,g8,44.g8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium crevice,44,f6,44.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium crevice,44,g3,44.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium crevice,44,g7,44.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium crevice,44,h8,44.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium crevice,44,f4,44.f4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium crevice,44,c3,44.c3,,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,16,16,medium crevice,44,d1,44.d1,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,16,16,medium crevice,44,d2,44.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,16,16,medium crevice,44,c3,44.c3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,b8,44.b8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,c7,44.c7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,f8,44.f8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,g7,44.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,f6,44.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,h6,44.h6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,i3,44.i3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,h2,44.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium crevice,44,d6,44.d6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,medium crevice,44,c7,44.c7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,medium crevice,44,d6,44.d6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,medium crevice,44,f4,44.f4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium crevice,44,b4,44.b4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium crevice,44,c3,44.c3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium crevice,44,d2,44.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium crevice,44,e3,44.e3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,23,15,medium crevice,44,h9,44.h9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,23,15,medium crevice,44,h8,44.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,23,15,medium crevice,44,h6,44.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,23,15,medium crevice,44,h4,44.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,23,15,medium crevice,44,h2,44.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,b2,44.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,b4,44.b4,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,d2,44.d2,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,f2,44.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,h2,44.h2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,c6,44.c6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium crevice,44,b8,44.b8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,medium crevice,44,b6,44.b6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,medium crevice,44,c7,44.c7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,medium crevice,44,d6,44.d6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,medium crevice,44,b2,44.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,b6,44.b6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,g3,44.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,b4,44.b4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,i3,44.i3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,i4,44.i4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,h5,44.h5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,g6,44.g6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,c3,44.c3,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,d2,44.d2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium crevice,44,e3,44.e3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,30,12,medium crevice,44,i4,44.i4,1,0:26:05,26.08,,
