"","colour.in.videos","tile.number","Treatment","Crevice.kind","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Species","sumbites"
"619","red","44","accessible","medium","d8",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"620","red","44","accessible","medium","d9",1,1,0,0,1,0,1,0,0,"Acanthurus nigrofuscus",1
"621","red","44","accessible","medium","e1",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"622","red","44","accessible","medium","e1",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",1
"623","red","44","accessible","medium","e1",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"624","red","44","accessible","medium","e2",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"625","red","44","accessible","medium","e2",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",1
"626","red","44","accessible","medium","e3",0,5,0,0,2,0,0,3,0,"Acanthurus nigrofuscus",12
"627","red","44","accessible","medium","e3",0,5,0,0,2,0,0,3,0,"Ctenochaetus striatus",4
"628","red","44","accessible","medium","e4",2,1,0,2,1,0,0,0,0,"Acanthurus nigrofuscus",1
"629","red","44","accessible","medium","e5",0,0,0,0,0,0,0,0,0,NA,NA
"630","red","44","accessible","medium","e6",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",1
"631","red","44","accessible","medium","e7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"632","red","44","accessible","medium","e7",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",2
"633","red","44","accessible","medium","e8",0,2,0,0,2,0,0,0,0,"Ctenochaetus striatus",2
"634","red","44","accessible","medium","e8",0,2,0,0,2,0,0,0,0,"Zebrasoma scopas",2
"635","red","44","accessible","medium","e9",0,1,0,0,0,0,0,1,0,"Ctenochaetus striatus",6
"636","red","44","accessible","medium","e9",0,1,0,0,0,0,0,1,0,"Zebrasoma scopas",6
"637","red","44","accessible","medium","f1",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",3
"638","red","44","accessible","medium","f2",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",13
"639","red","44","accessible","medium","f2",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",1
"640","red","44","accessible","medium","f3",1,2,0,1,2,0,0,0,0,"Acanthurus nigrofuscus",1
"641","red","44","accessible","medium","f4",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",15
"642","red","44","accessible","medium","f4",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",2
"643","red","44","accessible","medium","f4",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"644","red","44","accessible","medium","f5",1,1,0,1,1,0,0,0,0,"Acanthurus nigrofuscus",1
"645","red","44","accessible","medium","f5",1,1,0,1,1,0,0,0,0,"Ctenochaetus striatus",1
"646","red","44","accessible","medium","f5",1,1,0,1,1,0,0,0,0,"Zebrasoma scopas",1
"647","red","44","accessible","medium","f6",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"648","red","44","accessible","medium","f6",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",4
"649","red","44","accessible","medium","f6",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",2
"650","red","44","accessible","medium","f7",0,1,0,0,1,0,0,0,0,NA,NA
"651","red","44","accessible","medium","f8",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",4
"652","red","44","accessible","medium","f8",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",1
"653","red","44","accessible","medium","f8",0,1,0,0,1,0,0,0,0,"Zebrasoma scopas",5
"654","red","44","accessible","medium","f9",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",8
"655","red","44","accessible","medium","f9",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",1
"656","red","44","accessible","medium","g1",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",7
"657","red","44","accessible","medium","g2",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",9
"658","red","44","accessible","medium","g3",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",23
"659","red","44","accessible","medium","g3",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",6
"660","red","44","accessible","medium","g4",0,2,1,0,2,1,0,0,0,NA,NA
"661","red","44","accessible","medium","g5",0,1,0,0,0,0,0,1,0,"Acanthurus nigrofuscus",11
"662","red","44","accessible","medium","g5",0,1,0,0,0,0,0,1,0,"Ctenochaetus striatus",3
"663","red","44","accessible","medium","g5",0,1,0,0,0,0,0,1,0,"Zebrasoma scopas",1
"664","red","44","accessible","medium","g6",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",4
"665","red","44","accessible","medium","g6",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"666","red","44","accessible","medium","g7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",11
"667","red","44","accessible","medium","g7",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",4
"668","red","44","accessible","medium","g7",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",5
"669","red","44","accessible","medium","g8",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",3
"670","red","44","accessible","medium","g8",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",3
"671","red","44","accessible","medium","g9",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"672","red","44","accessible","medium","h1",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"673","red","44","accessible","medium","h2",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",16
"674","red","44","accessible","medium","h2",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",8
"675","red","44","accessible","medium","h3",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",11
"676","red","44","accessible","medium","h3",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"677","red","44","accessible","medium","h4",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",16
"678","red","44","accessible","medium","h4",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",6
"679","red","44","accessible","medium","h4",1,0,0,1,0,0,0,0,0,"Zebrasoma scopas",1
"680","red","44","accessible","medium","h5",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",3
"681","red","44","accessible","medium","h5",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",1
"682","red","44","accessible","medium","h6",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",10
"683","red","44","accessible","medium","h6",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",6
"684","red","44","accessible","medium","h6",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",9
"685","red","44","accessible","medium","h7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",5
"686","red","44","accessible","medium","h8",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",10
"687","red","44","accessible","medium","h8",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",5
"688","red","44","accessible","medium","h8",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",5
"689","red","44","accessible","medium","h9",3,1,0,3,1,0,0,0,0,"Acanthurus nigrofuscus",4
"690","red","44","accessible","medium","h9",3,1,0,3,1,0,0,0,0,"Ctenochaetus striatus",1
"691","red","44","accessible","medium","i1",0,0,0,0,0,0,0,0,0,NA,NA
"692","red","44","accessible","medium","i2",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"693","red","44","accessible","medium","i3",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",6
"694","red","44","accessible","medium","i3",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",2
"695","red","44","accessible","medium","i4",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"696","red","44","accessible","medium","i4",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",2
"697","red","44","accessible","medium","i5",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"698","red","44","accessible","medium","i5",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",1
"699","red","44","accessible","medium","i5",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",3
"700","red","44","accessible","medium","i6",0,0,3,0,0,3,0,0,0,"Acanthurus nigrofuscus",2
"701","red","44","accessible","medium","i6",0,0,3,0,0,3,0,0,0,"Ctenochaetus striatus",2
"702","red","44","accessible","medium","i6",0,0,3,0,0,3,0,0,0,"Zebrasoma scopas",4
"703","red","44","accessible","medium","i7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",3
"704","red","44","accessible","medium","i7",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",4
"705","red","44","accessible","medium","i7",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"706","red","44","accessible","medium","i8",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",3
"707","red","44","accessible","medium","i8",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",3
"708","red","44","accessible","medium","i9",0,0,0,0,0,0,0,0,0,NA,0
"709","red","72","accessible","small","a1",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"710","red","72","accessible","small","a2",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",3
"711","red","72","accessible","small","a2",1,0,0,1,0,0,0,0,0,"Chlorurus sordidus",1
"712","red","72","accessible","small","a2",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",2
"713","red","72","accessible","small","a2",1,0,0,1,0,0,0,0,0,"Zebrasoma scopas",3
"714","red","72","accessible","small","a3",1,2,0,1,2,0,0,0,0,"Acanthurus nigrofuscus",5
"715","red","72","accessible","small","a3",1,2,0,1,2,0,0,0,0,"Ctenochaetus striatus",1
"716","red","72","accessible","small","a3",1,2,0,1,2,0,0,0,0,NA,0
"717","red","72","accessible","small","a4",2,2,0,2,2,0,0,0,0,"Acanthurus nigrofuscus",1
"718","red","72","accessible","small","a4",2,2,0,2,2,0,0,0,0,"Ctenochaetus striatus",6
"719","red","72","accessible","small","a5",1,1,0,1,1,0,0,0,0,"Acanthurus nigrofuscus",4
"720","red","72","accessible","small","a5",1,1,0,1,1,0,0,0,0,"Ctenochaetus striatus",1
"721","red","72","accessible","small","a6",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",4
"722","red","72","accessible","small","a6",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",3
"723","red","72","accessible","small","a7",1,0,0,1,0,0,0,0,0,"Acanthurus nigrofuscus",3
"724","red","72","accessible","small","a7",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",6
"725","red","72","accessible","small","a7",1,0,0,1,0,0,0,0,0,"Zebrasoma scopas",3
"726","red","72","accessible","small","a8",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",7
"727","red","72","accessible","small","a8",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",2
"728","red","72","accessible","small","a9",0,0,0,0,0,0,0,0,0,NA,0
"729","red","72","accessible","small","b1",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"730","red","72","accessible","small","b1",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",7
"731","red","72","accessible","small","b2",0,2,0,0,0,0,0,2,0,"Acanthurus nigrofuscus",13
"732","red","72","accessible","small","b2",0,2,0,0,0,0,0,2,0,"Ctenochaetus striatus",10
"733","red","72","accessible","small","b2",0,2,0,0,0,0,0,2,0,"Zebrasoma scopas",5
"734","red","72","accessible","small","b3",0,3,0,0,3,0,0,0,0,"Ctenochaetus striatus",1
"735","red","72","accessible","small","b4",0,3,0,0,2,0,0,1,0,"Acanthurus nigrofuscus",8
"736","red","72","accessible","small","b4",0,3,0,0,2,0,0,1,0,"Ctenochaetus striatus",8
"737","red","72","accessible","small","b4",0,3,0,0,2,0,0,1,0,"Zebrasoma scopas",3
"738","red","72","accessible","small","b5",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"739","red","72","accessible","small","b5",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",4
"740","red","72","accessible","small","b6",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",13
"741","red","72","accessible","small","b6",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",13
"742","red","72","accessible","small","b6",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"743","red","72","accessible","small","b7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"744","red","72","accessible","small","b7",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",7
"745","red","72","accessible","small","b8",1,1,0,1,1,0,0,0,0,"Acanthurus nigrofuscus",25
"746","red","72","accessible","small","b8",1,1,0,1,1,0,0,0,0,"Ctenochaetus striatus",9
"747","red","72","accessible","small","b9",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",6
"748","red","72","accessible","small","c1",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",4
"749","red","72","accessible","small","c1",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",11
"750","red","72","accessible","small","c2",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"751","red","72","accessible","small","c2",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",3
"752","red","72","accessible","small","c3",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"753","red","72","accessible","small","c3",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",6
"754","red","72","accessible","small","c3",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",1
"755","red","72","accessible","small","c4",0,0,0,0,0,0,0,0,0,NA,NA
"756","red","72","accessible","small","c5",0,3,0,0,3,0,0,0,0,"Acanthurus nigrofuscus",1
"757","red","72","accessible","small","c5",0,3,0,0,3,0,0,0,0,"Ctenochaetus striatus",9
"758","red","72","accessible","small","c5",0,3,0,0,3,0,0,0,0,"Zebrasoma scopas",1
"759","red","72","accessible","small","c6",0,2,0,0,2,0,0,0,0,NA,NA
"760","red","72","accessible","small","c7",1,5,0,1,5,0,0,0,0,"Ctenochaetus striatus",6
"761","red","72","accessible","small","c7",1,5,0,1,5,0,0,0,0,"Zebrasoma scopas",3
"762","red","72","accessible","small","c8",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",6
"763","red","72","accessible","small","c8",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",7
"764","red","72","accessible","small","c9",2,1,0,2,1,0,0,0,0,"Acanthurus nigrofuscus",3
"765","red","72","accessible","small","c9",2,1,0,2,1,0,0,0,0,"Ctenochaetus striatus",2
"766","red","72","accessible","small","c9",2,1,0,2,1,0,0,0,0,NA,0
"767","red","72","accessible","small","d1",4,2,0,4,2,0,0,0,0,"Acanthurus nigrofuscus",1
"768","red","72","accessible","small","d1",4,2,0,4,2,0,0,0,0,"Ctenochaetus striatus",2
"769","red","72","accessible","small","d2",1,4,0,1,4,0,0,0,0,"Acanthurus nigrofuscus",4
"770","red","72","accessible","small","d2",1,4,0,1,4,0,0,0,0,"Ctenochaetus striatus",12
"771","red","72","accessible","small","d2",1,4,0,1,4,0,0,0,0,"Zebrasoma scopas",3
"772","red","72","accessible","small","d3",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",2
"773","red","72","accessible","small","d3",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",2
"774","red","72","accessible","small","d4",1,6,0,1,5,0,0,1,0,"Acanthurus nigrofuscus",5
"775","red","72","accessible","small","d4",1,6,0,1,5,0,0,1,0,"Ctenochaetus striatus",5
"776","red","72","accessible","small","d5",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",7
"777","red","72","accessible","small","d6",1,4,0,0,2,0,1,2,0,"Acanthurus nigrofuscus",4
"778","red","72","accessible","small","d6",1,4,0,0,2,0,1,2,0,"Ctenochaetus striatus",9
"779","red","72","accessible","small","d7",1,2,0,1,2,0,0,0,0,NA,NA
"780","red","72","accessible","small","d8",4,2,0,4,2,0,0,0,0,"Acanthurus nigrofuscus",4
"781","red","72","accessible","small","d8",4,2,0,4,2,0,0,0,0,"Ctenochaetus striatus",4
"782","red","72","accessible","small","d8",4,2,0,4,2,0,0,0,0,"Zebrasoma scopas",1
"783","red","72","accessible","small","d9",2,0,0,2,0,0,0,0,0,"Acanthurus nigrofuscus",1
"784","red","72","accessible","small","e1",2,1,0,2,1,0,0,0,0,"Ctenochaetus striatus",4
"785","red","72","accessible","small","e2",0,1,0,0,1,0,0,0,0,"Zebrasoma scopas",1
"786","red","72","accessible","small","e3",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"787","red","72","accessible","small","e3",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",11
"788","red","72","accessible","small","e3",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",3
"789","red","72","accessible","small","e4",3,2,0,3,2,0,0,0,0,"Ctenochaetus striatus",3
"790","red","72","accessible","small","e5",0,1,0,0,1,0,0,0,0,"Acanthurus nigrofuscus",1
"791","red","72","accessible","small","e5",0,1,0,0,1,0,0,0,0,"Ctenochaetus striatus",1
"792","red","72","accessible","small","e6",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",2
"793","red","72","accessible","small","e7",0,3,0,0,3,0,0,0,0,"Ctenochaetus striatus",8
"794","red","72","accessible","small","e8",1,1,0,1,1,0,0,0,0,"Ctenochaetus striatus",2
"795","red","72","accessible","small","e9",2,1,0,2,1,0,0,0,0,NA,NA
"796","red","72","accessible","small","f1",1,1,0,1,1,0,0,0,0,"Acanthurus nigrofuscus",2
"797","red","72","accessible","small","f1",1,1,0,1,1,0,0,0,0,"Ctenochaetus striatus",7
"798","red","72","accessible","small","f1",1,1,0,1,1,0,0,0,0,"Zebrasoma scopas",3
"799","red","72","accessible","small","f2",1,2,0,1,2,0,0,0,0,"Acanthurus nigrofuscus",4
"800","red","72","accessible","small","f2",1,2,0,1,2,0,0,0,0,"Ctenochaetus striatus",7
"801","red","72","accessible","small","f2",1,2,0,1,2,0,0,0,0,"Zebrasoma scopas",9
"802","red","72","accessible","small","f3",0,2,0,0,2,0,0,0,0,"Ctenochaetus striatus",1
"803","red","72","accessible","small","f4",0,3,0,0,3,0,0,0,0,"Acanthurus nigrofuscus",2
"804","red","72","accessible","small","f4",0,3,0,0,3,0,0,0,0,"Ctenochaetus striatus",8
"805","red","72","accessible","small","f4",0,3,0,0,3,0,0,0,0,"Zebrasoma scopas",2
"806","red","72","accessible","small","f5",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",4
"807","red","72","accessible","small","f6",1,2,0,1,2,0,0,0,0,"Acanthurus nigrofuscus",5
"808","red","72","accessible","small","f6",1,2,0,1,2,0,0,0,0,"Ctenochaetus striatus",7
"809","red","72","accessible","small","f7",0,2,0,0,2,0,0,0,0,NA,NA
"810","red","72","accessible","small","f8",0,2,0,0,2,0,0,0,0,"Acanthurus nigrofuscus",3
"811","red","72","accessible","small","f8",0,2,0,0,2,0,0,0,0,"Ctenochaetus striatus",7
"812","red","72","accessible","small","f8",0,2,0,0,2,0,0,0,0,"Zebrasoma scopas",1
"813","red","72","accessible","small","f9",1,1,0,1,1,0,0,0,0,NA,NA
"814","red","72","accessible","small","g1",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",4
"815","red","72","accessible","small","g1",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",6
"816","red","72","accessible","small","g1",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",3
"817","red","72","accessible","small","g2",1,3,0,1,3,0,0,0,0,"Ctenochaetus striatus",3
"818","red","72","accessible","small","g3",1,2,0,1,2,0,0,0,0,"Acanthurus nigrofuscus",2
"819","red","72","accessible","small","g3",1,2,0,1,2,0,0,0,0,"Ctenochaetus striatus",8
"820","red","72","accessible","small","g3",1,2,0,1,2,0,0,0,0,"Zebrasoma scopas",1
"821","red","72","accessible","small","g4",0,0,0,0,0,0,0,0,0,NA,NA
"822","red","72","accessible","small","g5",1,6,0,0,3,0,1,3,0,"Ctenochaetus striatus",5
"823","red","72","accessible","small","g5",1,6,0,0,3,0,1,3,0,"Zebrasoma scopas",2
"824","red","72","accessible","small","g6",0,2,0,0,2,0,0,0,0,"Zebrasoma scopas",2
"825","red","72","accessible","small","g7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",8
"826","red","72","accessible","small","g7",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",12
"827","red","72","accessible","small","g7",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",4
"828","red","72","accessible","small","g8",1,1,0,1,1,0,0,0,0,NA,NA
"829","red","72","accessible","small","g9",1,0,0,1,0,0,0,0,0,NA,NA
"830","red","72","accessible","small","h1",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",4
"831","red","72","accessible","small","h1",0,0,0,0,0,0,0,0,0,"Zebrasoma scopas",3
"832","red","72","accessible","small","h2",0,2,0,0,1,0,0,1,0,"Acanthurus nigrofuscus",23
"833","red","72","accessible","small","h2",0,2,0,0,1,0,0,1,0,"Ctenochaetus striatus",6
"834","red","72","accessible","small","h2",0,2,0,0,1,0,0,1,0,"Zebrasoma scopas",2
"835","red","72","accessible","small","h3",3,1,1,3,1,1,0,0,0,"Acanthurus nigrofuscus",1
"836","red","72","accessible","small","h3",3,1,1,3,1,1,0,0,0,"Ctenochaetus striatus",1
"837","red","72","accessible","small","h3",3,1,1,3,1,1,0,0,0,"Zebrasoma scopas",2
"838","red","72","accessible","small","h4",2,1,0,2,1,0,0,0,0,"Acanthurus nigrofuscus",2
"839","red","72","accessible","small","h4",2,1,0,2,1,0,0,0,0,"Ctenochaetus striatus",6
"840","red","72","accessible","small","h4",2,1,0,2,1,0,0,0,0,"Zebrasoma scopas",4
"841","red","72","accessible","small","h5",1,4,0,1,4,0,0,0,0,"Ctenochaetus striatus",2
"842","red","72","accessible","small","h6",2,3,0,2,3,0,0,0,0,"Acanthurus nigrofuscus",1
"843","red","72","accessible","small","h6",2,3,0,2,3,0,0,0,0,"Ctenochaetus striatus",9
"844","red","72","accessible","small","h6",2,3,0,2,3,0,0,0,0,"Zebrasoma scopas",1
"845","red","72","accessible","small","h7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",2
"846","red","72","accessible","small","h7",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",5
"847","red","72","accessible","small","h8",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"848","red","72","accessible","small","h8",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",10
"849","red","72","accessible","small","h9",0,0,0,0,0,0,0,0,0,NA,NA
"850","red","72","accessible","small","i1",0,0,0,0,0,0,0,0,0,NA,NA
"851","red","72","accessible","small","i2",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",3
"852","red","72","accessible","small","i3",1,2,0,0,2,0,1,0,0,"Acanthurus nigrofuscus",2
"853","red","72","accessible","small","i4",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",4
"854","red","72","accessible","small","i5",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",5
"855","red","72","accessible","small","i6",1,0,0,1,0,0,0,0,0,"Ctenochaetus striatus",4
"856","red","72","accessible","small","i7",0,0,0,0,0,0,0,0,0,"Acanthurus nigrofuscus",1
"857","red","72","accessible","small","i7",0,0,0,0,0,0,0,0,0,"Ctenochaetus striatus",6
"858","red","72","accessible","small","i8",0,0,0,0,0,0,0,0,0,NA,NA
"859","red","72","accessible","small","i9",0,0,0,0,0,0,0,0,0,NA,NA
"860","yellow","73","caged control","medium","a1",0,2,0,0,2,0,0,0,0,NA,NA
"861","yellow","73","caged control","medium","a2",0,1,0,0,1,0,0,0,0,NA,NA
"862","yellow","73","caged control","medium","a3",0,0,0,0,0,0,0,0,0,NA,NA
"863","yellow","73","caged control","medium","a4",0,0,0,0,0,0,0,0,0,NA,NA
"864","yellow","73","caged control","medium","a5",0,2,0,0,2,0,0,0,0,NA,NA
"865","yellow","73","caged control","medium","a6",0,0,0,0,0,0,0,0,0,NA,NA
"866","yellow","73","caged control","medium","a7",0,0,0,0,0,0,0,0,0,NA,NA
"867","yellow","73","caged control","medium","a8",0,0,0,0,0,0,0,0,0,NA,NA
"868","yellow","73","caged control","medium","a9",1,0,0,1,0,0,0,0,0,NA,NA
"869","yellow","73","caged control","medium","b1",1,0,0,1,0,0,0,0,0,NA,NA
"870","yellow","73","caged control","medium","b2",2,4,0,2,4,0,0,0,0,NA,NA
"871","yellow","73","caged control","medium","b3",1,2,1,1,2,1,0,0,0,NA,NA
"872","yellow","73","caged control","medium","b4",1,2,0,1,2,0,0,0,0,NA,NA
"873","yellow","73","caged control","medium","b5",0,0,0,0,0,0,0,0,0,NA,NA
"874","yellow","73","caged control","medium","b6",1,1,1,1,1,1,0,0,0,NA,NA
"875","yellow","73","caged control","medium","b7",0,1,1,0,1,1,0,0,0,NA,NA
"876","yellow","73","caged control","medium","b8",2,3,0,1,3,0,1,0,0,NA,NA
"877","yellow","73","caged control","medium","b9",0,0,1,0,0,1,0,0,0,NA,NA
"878","yellow","73","caged control","medium","c1",1,0,0,1,0,0,0,0,0,NA,NA
"879","yellow","73","caged control","medium","c2",0,0,0,0,0,0,0,0,0,NA,NA
"880","yellow","73","caged control","medium","c3",1,8,0,1,8,0,0,0,0,NA,NA
"881","yellow","73","caged control","medium","c4",0,0,0,0,0,0,0,0,0,NA,NA
"882","yellow","73","caged control","medium","c5",1,2,0,1,2,0,0,0,0,NA,NA
"883","yellow","73","caged control","medium","c6",2,2,0,2,2,0,0,0,0,NA,NA
"884","yellow","73","caged control","medium","c7",0,1,0,0,1,0,0,0,0,NA,NA
"885","yellow","73","caged control","medium","c8",0,1,1,0,1,1,0,0,0,NA,NA
"886","yellow","73","caged control","medium","c9",0,0,0,0,0,0,0,0,0,NA,NA
"887","yellow","73","caged control","medium","d1",1,1,0,1,1,0,0,0,0,NA,NA
"888","yellow","73","caged control","medium","d2",0,1,0,0,1,0,0,0,0,NA,NA
"889","yellow","73","caged control","medium","d3",1,1,1,1,1,1,0,0,0,NA,NA
"890","yellow","73","caged control","medium","d4",0,5,1,0,5,1,0,0,0,NA,NA
"891","yellow","73","caged control","medium","d5",2,0,2,2,0,2,0,0,0,NA,NA
"892","yellow","73","caged control","medium","d6",1,3,3,1,3,3,0,0,0,NA,NA
"893","yellow","73","caged control","medium","d7",0,0,1,0,0,1,0,0,0,NA,NA
"894","yellow","73","caged control","medium","d8",2,3,0,2,3,0,0,0,0,NA,NA
"895","yellow","73","caged control","medium","d9",0,1,0,0,1,0,0,0,0,NA,NA
"896","yellow","73","caged control","medium","e1",0,0,1,0,0,1,0,0,0,NA,NA
"897","yellow","73","caged control","medium","e2",0,4,0,0,4,0,0,0,0,NA,NA
"898","yellow","73","caged control","medium","e3",3,1,2,3,1,2,0,0,0,NA,NA
"899","yellow","73","caged control","medium","e4",0,2,1,0,2,0,0,0,1,NA,NA
"900","yellow","73","caged control","medium","e5",0,1,0,0,1,0,0,0,0,NA,NA
"901","yellow","73","caged control","medium","e6",2,0,2,2,0,2,0,0,0,NA,NA
"902","yellow","73","caged control","medium","e7",0,0,0,0,0,0,0,0,0,NA,NA
"903","yellow","73","caged control","medium","e8",1,4,0,1,4,0,0,0,0,NA,NA
"904","yellow","73","caged control","medium","e9",0,0,0,0,0,0,0,0,0,NA,NA
"905","yellow","73","caged control","medium","f1",3,0,0,3,0,0,0,0,0,NA,NA
"906","yellow","73","caged control","medium","f2",1,4,1,1,4,1,0,0,0,NA,NA
