Location,Treatment,Genus,Species,Genus.species,Individual,Species.Code,Indiviual.code,Body.length,Tile,Bites.taken.on.crown,Bites.on.outside.tile,Bites.taken.in.target.crevice,Bites.taken.open,Bites.on.other.crevice,Video_code,ColourCode,tile.number,video.length(min.sec),video.length.min,comment,Area.crown.cm2,Area.target.cm2,Area.other.cm2,Area.open.cm2,Area.outside.cm2
Lighthouse Reef,Lob growth,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,27,Anigro,Anigro27,8,large crevices,11,1,0,0,0,1green#4,1 green,27,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,26,Anigro,Anigro26,8,large crevices,2,0,4,4,0,1green3white#6,1 green + 3 white,30,5.45,5.75,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,25,Anigro,Anigro25,10,large crevices,0,1,0,1,0,1green3white#3,1 green + 3 white,30,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,13,Anigro,Anigro13,8,large crevices,5,0,0,4,0,1red3white#1,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,16,Anigro,Anigro16,8,large crevices,11,6,0,0,0,1red3white#2,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,18,Anigro,Anigro18,10,large crevices,9,9,0,0,0,1red3white#2,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,19,Anigro,Anigro19,9,large crevices,3,0,0,0,0,1red3white#5,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,8,large crevices,3,10,0,0,0,1red3white#5,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,8,large crevices,2,2,0,0,0,1red3white#5,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,21,Anigro,Anigro21,10,large crevices,2,0,2,0,0,1red3white#5,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,9,medium crevices,5,2,0,0,0,1red3white#6,1 red + 3 white,9.2,12.46,12.76,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,24,Anigro,Anigro24,8,medium crevices,3,3,0,0,0,1red3white#6,1 red + 3 white,9.2,12.46,12.76,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,9,Anigro,Anigro9,8,medium crevices,10,0,0,0,0,1red3white#1,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,11,Anigro,Anigro11,8,medium crevices,7,0,0,0,0,1red3white#1,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,12,Anigro,Anigro12,8,medium crevices,11,3,0,4,0,1red3white#1,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,14,Anigro,Anigro14,9,medium crevices,2,1,0,0,0,1red3white#1,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,15,Anigro,Anigro15,10,medium crevices,2,0,0,0,0,1red3white#1,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,17,Anigro,Anigro17,10,medium crevices,8,0,1,0,0,1red3white#2,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,19,Anigro,Anigro19,9,medium crevices,22,15,0,0,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,19,Anigro,Anigro19,9,medium crevices,11,0,0,0,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,20,Anigro,Anigro20,8,medium crevices,6,0,0,0,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,21,Anigro,Anigro21,10,medium crevices,33,2,0,1,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,8,medium crevices,7,13,0,3,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,8,medium crevices,18,5,0,0,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,21,Anigro,Anigro21,10,medium crevices,12,0,1,1,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,9,small crevices,10,0,0,0,0,1red3white#6,1 red + 3 white,87.2,12.46,12.76,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,23,Anigro,Anigro23,10,small crevices,0,6,0,0,0,1red3white#6,1 red + 3 white,87.2,12.46,12.76,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,9,Anigro,Anigro9,8,small crevices,1,0,0,0,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,10,Anigro,Anigro10,9,small crevices,0,3,0,0,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,15,Anigro,Anigro15,10,small crevices,4,0,0,5,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,16,Anigro,Anigro16,8,small crevices,5,0,0,0,0,1red3white#2,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,17,Anigro,Anigro17,10,small crevices,8,3,0,2,0,1red3white#2,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,18,Anigro,Anigro18,10,small crevices,10,5,0,0,0,1red3white#2,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,21,Anigro,Anigro21,10,small crevices,18,19,0,6,0,1red3white#5,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,22,Anigro,Anigro22,8,small crevices,1,0,0,0,0,1red3white#5,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,21,Anigro,Anigro21,10,small crevices,2,0,0,0,0,1red3white#5,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,8,Anigro,Anigro8,8,large crevices,0,2,0,0,0,1yellow3white#6,1yellow+3white,22,16.11,16.18,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,1,Anigro,Anigro1,9,large crevices,1,0,0,0,0,1yellow3white#4,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,2,Anigro,Anigro2,10,large crevices,0,2,0,0,0,1yellow3white#4,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,8,Anigro,Anigro8,8,medium crevices,0,2,2,0,0,1yellow3white#6,1yellow+3white,23,16.11,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,1,Anigro,Anigro1,9,medium crevices,1,2,0,0,8,1yellow3white#4,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,3,Anigro,Anigro3,9,medium crevices,21,0,0,0,0,1yellow3white#4,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,4,Anigro,Anigro4,9,medium crevices,4,2,0,0,0,1yellow3white#4,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,5,Anigro,Anigro5,9,medium crevices,18,0,0,0,0,1yellow3white#4,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,7,Anigro,Anigro7,9,medium crevices,6,0,0,0,5,1yellow3white#5,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,8,Anigro,Anigro8,8,small crevices,8,17,0,0,0,1yellow3white#6,1yellow+3white,24,16.11,16.18,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Acanthurus,nigrofuscus,Acanthurus nigrofuscus,6,Anigro,Anigro6,9,small crevices,0,3,0,0,0,1yellow3white#5,1yellow+3white,24,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,60,blen,blen60,2,large crevices,10,0,0,61,49,1black#1,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,60,blen,blen60,2,large crevices,16,0,0,0,85,1black#1,1 black,,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,60,blen,blen60,2,large crevices,3,0,0,17,5,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,17,0,39,0,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,18,0,0,1,4,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,10,0,1,10,2,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,14,0,0,0,23,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,6,0,0,7,7,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,11,0,0,0,23,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,2,0,0,2,19,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,3,0,10,7,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,7,0,0,2,14,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,2,0,0,24,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,7,3,0,12,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,0,0,0,32,2,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,1,6,0,8,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,0,9,0,21,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,0,8,0,2,0,1black#2,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,large crevices,0,15,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,61,blen,blen61,4,large crevices,0,8,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,66,blen,blen66,2,large crevices,0,1,0,1,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,67,blen,blen67,2,large crevices,1,1,0,8,24,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,67,blen,blen67,2,large crevices,3,0,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,69,blen,blen69,2,large crevices,5,0,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,70,blen,blen70,4,large crevices,0,7,0,0,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,71,blen,blen71,2,large crevices,0,2,0,14,0,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,72,blen,blen72,2,large crevices,0,0,3,17,11,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,71,blen,blen71,2,large crevices,0,0,0,7,4,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,78,blen,blen78,2,large crevices,2,0,0,0,4,1black#3,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,81,blen,blen81,2,large crevices,0,5,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,88,blen,blen88,3,large crevices,4,0,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,92,blen,blen92,3,large crevices,0,2,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,93,blen,blen93,2,large crevices,0,9,0,18,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,94,blen,blen94,3,large crevices,0,5,0,2,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,96,blen,blen96,2,large crevices,0,4,0,14,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,99,blen,blen99,2,large crevices,4,0,0,0,0,1black#4,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,100,blen,blen100,3,large crevices,3,6,0,10,0,1black#5,1 black,84.2,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,103,blen,blen103,3,medium crevices,7,20,3,4,2,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,104,blen,blen104,2,medium crevices,0,0,33,0,7,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,105,blen,blen105,3,medium crevices,1,0,2,1,7,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,60,blen,blen60,2,medium crevices,0,0,0,3,5,1black#1,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,62,blen,blen62,2,medium crevices,3,0,8,0,4,1black#2,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,63,blen,blen63,2,medium crevices,0,9,0,0,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,64,blen,blen64,2,medium crevices,0,2,0,21,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,65,blen,blen65,2,medium crevices,0,0,1,18,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,66,blen,blen66,2,medium crevices,0,0,6,0,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,68,blen,blen68,2,medium crevices,0,0,11,0,0,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,73,blen,blen73,4,medium crevices,2,4,0,4,7,1black#3,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,79,blen,blen79,2,medium crevices,0,0,0,0,8,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,80,blen,blen80,2,medium crevices,0,0,2,0,12,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,82,blen,blen82,2,medium crevices,0,0,3,0,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,83,blen,blen83,2,medium crevices,0,0,0,13,16,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,84,blen,blen84,2,medium crevices,0,0,0,10,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,85,blen,blen85,2,medium crevices,0,0,7,0,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,86,blen,blen86,3,medium crevices,3,10,0,2,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,87,blen,blen87,2,medium crevices,0,0,15,10,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,89,blen,blen89,2,medium crevices,0,0,10,0,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,90,blen,blen90,2,medium crevices,0,0,0,2,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,91,blen,blen91,2,medium crevices,2,2,5,4,6,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,95,blen,blen95,2,medium crevices,0,0,13,0,3,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,97,blen,blen97,2,medium crevices,0,0,0,13,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,98,blen,blen98,2,medium crevices,3,0,0,3,11,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,97,blen,blen97,2,medium crevices,0,0,0,5,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,98,blen,blen98,2,medium crevices,0,0,8,6,0,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,99,blen,blen99,2,medium crevices,0,0,8,0,34,1black#4,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,100,blen,blen100,3,medium crevices,7,0,1,10,8,1black#5,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,101,blen,blen101,2,medium crevices,0,0,8,10,6,1black#5,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,102,blen,blen102,2,small crevices,1,2,5,15,0,1black#6,1 black,7.2,16.48,16.18,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,100,blen,blen100,3,small crevices,0,4,1,0,10,1black#6,1 black,7.2,16.48,16.18,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,74,blen,blen74,2,small crevices,0,2,10,0,0,1black#3,1 black,7.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,75,blen,blen75,2,small crevices,6,0,11,0,0,1black#3,1 black,7.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,76,blen,blen76,2,small crevices,1,0,0,0,10,1black#3,1 black,7.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,77,blen,blen77,4,small crevices,0,5,0,0,6,1black#3,1 black,7.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,100,blen,blen100,3,small crevices,3,5,0,0,0,1black#5,1 black,7.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,blenny,sp,blenny,193,blen,blen193,1,large crevices,0,0,10,0,0,1green#6,1 green,27,8,8,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,201,blen,blen201,2,large crevices,0,0,19,0,0,1green#6,1 green,27,8,8,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,203,blen,blen203,2,large crevices,0,0,19,0,0,1green#6,1 green,27,8,8,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,110,blen,blen110,2,large crevices,0,0,0,0,15,1green#1,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,121,blen,blen121,1,large crevices,1,0,0,0,0,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,122,blen,blen122,1,large crevices,5,0,0,0,0,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,127,blen,blen127,2,large crevices,1,4,0,2,23,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,130,blen,blen130,2,large crevices,0,5,28,2,0,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,131,blen,blen131,1,large crevices,0,0,0,1,0,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,130,blen,blen130,2,large crevices,10,0,11,0,0,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,130,blen,blen130,2,large crevices,19,0,11,2,0,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
Lighthouse Reef,Lob growth,blenny,sp,blenny,136,blen,blen136,1,large crevices,3,0,0,0,16,1green#2,1 green,27,26.05,26.083,,37.44,15.49736,9,18,92.06264
