Date,Treatment,Cage,Colour,Crevice.tile,Crevice.number,Crevice.ID,Crevice.Code,length.mm,width.mm,comment,Tile.Number
9/04/2018,partial cage,PCye,yellow,small,2,PCyes2,yellow2,8,3,,94
17/04/2018,partial cage,PCye,yellow,small,2,PCyes2,yellow2,9,3,1 CROWN MISSING,94
23/03/2018,partial cage,PCye,yellow,small,3,PCyes3,yellow3,7,5,,94
31/03/2018,partial cage,PCye,yellow,small,3,PCyes3,yellow3,7,4,,94
9/04/2018,partial cage,PCye,yellow,small,3,PCyes3,yellow3,6,5,,94
17/04/2018,partial cage,PCye,yellow,small,3,PCyes3,yellow3,8,6,1 CROWN MISSING,94
23/03/2018,partial cage,PCye,yellow,small,4,PCyes4,yellow4,9,8,,94
31/03/2018,partial cage,PCye,yellow,small,4,PCyes4,yellow4,7,7,,94
9/04/2018,partial cage,PCye,yellow,small,4,PCyes4,yellow4,7,7,,94
17/04/2018,partial cage,PCye,yellow,small,4,PCyes4,yellow4,11,7,,94
23/03/2018,partial cage,PCye,yellow,small,5,PCyes5,yellow5,8,3,,94
31/03/2018,partial cage,PCye,yellow,small,5,PCyes5,yellow5,4,3,,94
9/04/2018,partial cage,PCye,yellow,small,5,PCyes5,yellow5,2,2,,94
17/04/2018,partial cage,PCye,yellow,small,5,PCyes5,yellow5,6,4,1 CROWN MISSING,94
23/03/2018,partial cage,PCye,yellow,small,6,PCyes6,yellow6,8,5,,94
31/03/2018,partial cage,PCye,yellow,small,6,PCyes6,yellow6,8,5,,94
9/04/2018,partial cage,PCye,yellow,small,6,PCyes6,yellow6,10,5,,94
17/04/2018,partial cage,PCye,yellow,small,6,PCyes6,yellow6,10,5,,94
23/03/2018,partial cage,PCye,yellow,small,7,PCyes7,yellow7,7,6,,94
31/03/2018,partial cage,PCye,yellow,small,7,PCyes7,yellow7,6,5,,94
9/04/2018,partial cage,PCye,yellow,small,7,PCyes7,yellow7,6,5,,94
17/04/2018,partial cage,PCye,yellow,small,7,PCyes7,yellow7,5,4,,94
23/03/2018,partial cage,PCye,yellow,small,8,PCyes8,yellow8,7,8,,94
31/03/2018,partial cage,PCye,yellow,small,8,PCyes8,yellow8,8,6,,94
9/04/2018,partial cage,PCye,yellow,small,8,PCyes8,yellow8,8,7,,94
17/04/2018,partial cage,PCye,yellow,small,8,PCyes8,yellow8,9,6,2 PIECES,94
